0,0
1,64
2,0
3,0
4,0
5,64
6,0
7,0
8,0
9,64
10,0
11,0
12,0
13,64
14,0
15,0
16,0
17,64
18,0
19,0
20,0
21,64
22,0
23,0
24,0
25,64
26,0
27,0
28,0
29,64
30,0
31,0
32,0
33,64
34,0
35,0
36,0
37,64
38,0
39,0
40,0
41,64
42,0
43,0
44,0
45,64
46,0
47,0
48,0
49,64
50,0
51,0
52,0
53,64
54,0
55,0
56,0
57,64
58,0
59,0
60,0
61,64
62,0
63,0
64,0
65,64
66,0
67,0
68,0
69,64
70,0
71,0
72,0
73,64
74,0
75,0
76,0
77,64
78,0
79,0
80,0
81,64
82,0
83,0
84,0
85,64
86,0
87,0
88,0
89,64
90,0
91,0
92,0
93,64
94,0
95,0
96,0
97,64
98,0
99,0
100,0
101,64
102,0
103,0
104,0
105,64
106,0
107,0
108,0
109,64
110,0
111,0
112,0
113,64
114,0
115,0
116,0
117,64
118,0
119,0
120,0
121,64
122,0
123,0
124,0
125,64
126,0
127,0
128,0
129,64
130,0
131,0
132,0
133,64
134,0
135,0
136,0
137,64
138,0
139,0
140,0
141,64
142,0
143,0
144,0
145,64
146,0
147,0
148,0
149,64
150,0
151,0
152,0
153,64
154,0
155,0
156,0
157,64
158,0
159,0
160,0
161,64
162,0
163,0
164,0
165,64
166,0
167,0
168,0
169,64
170,0
171,0
172,0
173,64
174,0
175,0
176,0
177,64
178,0
179,0
180,0
181,64
182,0
183,0
184,0
185,64
186,0
187,0
188,0
189,64
190,0
191,0
192,0
193,64
194,0
195,0
196,0
197,64
198,0
199,0
200,0
201,64
202,0
203,0
204,0
205,64
206,0
207,0
208,0
209,64
210,0
211,0
212,0
213,64
214,0
215,0
216,0
217,64
218,0
219,0
220,0
221,64
222,0
223,0
224,0
225,64
226,0
227,0
228,0
229,64
230,0
231,0
232,0
233,64
234,0
235,0
236,0
237,64
238,0
239,0
240,0
241,64
242,0
243,0
244,0
245,64
246,0
247,0
248,0
249,64
250,0
251,0
252,0
253,64
254,0
255,0
256,0
257,64
258,0
259,0
260,0
261,64
262,0
263,0
264,0
265,64
266,0
267,0
268,0
269,64
270,0
271,0
272,0
273,64
274,0
275,0
276,0
277,64
278,0
279,0
280,0
281,64
282,0
283,0
284,0
285,64
286,0
287,0
288,0
289,64
290,0
291,0
292,0
293,64
294,0
295,0
296,0
297,64
298,0
299,0
300,0
301,64
302,0
303,0
304,0
305,64
306,0
307,0
308,0
309,64
310,0
311,0
312,0
313,64
314,0
315,0
316,0
317,64
318,0
319,0
320,0
321,64
322,0
323,0
324,0
325,64
326,0
327,0
328,0
329,64
330,0
331,0
332,0
333,64
334,0
335,0
336,0
337,64
338,0
339,0
340,0
341,64
342,0
343,0
344,0
345,64
346,0
347,0
348,0
349,64
350,0
351,0
352,0
353,64
354,0
355,0
356,0
357,64
358,0
359,0
360,0
361,64
362,0
363,0
364,0
365,64
366,0
367,0
368,0
369,64
370,0
371,0
372,0
373,64
374,0
375,0
376,0
377,64
378,0
379,0
380,0
381,64
382,0
383,0
384,0
385,64
386,0
387,0
388,0
389,64
390,0
391,0
392,0
393,64
394,0
395,0
396,0
397,64
398,0
399,0
400,0
401,64
402,0
403,0
404,0
405,64
406,0
407,0
408,0
409,64
410,0
411,0
412,0
413,64
414,0
415,0
416,0
417,64
418,0
419,0
420,0
421,64
422,0
423,0
424,0
425,64
426,0
427,0
428,0
429,64
430,0
431,0
432,0
433,64
434,0
435,0
436,0
437,64
438,0
439,0
440,0
441,64
442,0
443,0
444,0
445,64
446,0
447,0
448,0
449,64
450,0
451,0
452,0
453,64
454,0
455,0
456,0
457,64
458,0
459,0
460,0
461,64
462,0
463,0
464,0
465,64
466,0
467,0
468,0
469,64
470,0
471,0
472,0
473,64
474,0
475,0
476,0
477,64
478,0
479,0
480,0
481,64
482,0
483,0
484,0
485,64
486,0
487,0
488,0
489,64
490,0
491,0
492,0
493,64
494,0
495,0
496,0
497,64
498,0
499,0
500,0
501,64
502,0
503,0
504,0
505,64
506,0
507,0
508,0
509,64
510,0
511,0
512,0
513,64
514,0
515,0
516,0
517,64
518,0
519,0
520,0
521,64
522,0
523,0
524,0
525,64
526,0
527,0
528,0
529,64
530,0
531,0
532,0
533,64
534,0
535,0
536,0
537,64
538,0
539,0
540,0
541,64
542,0
543,0
544,0
545,64
546,0
547,0
548,0
549,64
550,0
551,0
552,0
553,64
554,0
555,0
556,0
557,64
558,0
559,0
560,0
561,64
562,0
563,0
564,0
565,64
566,0
567,0
568,0
569,64
570,0
571,0
572,0
573,64
574,0
575,0
576,0
577,64
578,0
579,0
580,0
581,64
582,0
583,0
584,0
585,64
586,0
587,0
588,0
589,64
590,0
591,0
592,0
593,64
594,0
595,0
596,0
597,64
598,0
599,0
600,0
601,64
602,0
603,0
604,0
605,64
606,0
607,0
608,0
609,64
610,0
611,0
612,0
613,64
614,0
615,0
616,0
617,64
618,0
619,0
620,0
621,64
622,0
623,0
624,0
625,64
626,0
627,0
628,0
629,64
630,0
631,0
632,0
633,64
634,0
635,0
636,0
637,64
638,0
639,0
640,0
641,64
642,0
643,0
644,0
645,64
646,0
647,0
648,0
649,64
650,0
651,0
652,0
653,64
654,0
655,0
656,0
657,64
658,0
659,0
660,0
661,64
662,0
663,0
664,0
665,64
666,0
667,0
668,0
669,64
670,0
671,0
672,0
673,64
674,0
675,0
