0,16
1,16
2,7
3,10
4,17
5,15
6,19
7,20
8,13
9,15
10,18
11,17
12,20
13,15
14,11
15,13
16,12
17,12
18,13
19,17
20,22
21,14
22,14
23,19
24,18
25,22
26,17
27,20
28,18
29,17
30,16
31,12
32,16
33,15
34,11
35,21
36,15
37,18
38,18
39,16
40,17
41,16
42,16
43,15
44,14
45,16
46,18
47,16
48,16
49,23
50,16
51,18
52,23
53,17
54,15
55,22
56,18
57,14
58,16
59,19
60,18
61,11
62,16
63,18
64,14
65,9
66,12
67,17
68,12
69,22
70,15
71,12
72,11
73,17
74,14
75,17
76,18
77,14
78,13
79,13
80,17
81,14
82,18
83,14
84,19
85,17
86,17
87,22
88,17
89,17
90,17
91,18
92,11
93,16
94,24
95,24
96,33
97,13
98,20
99,13
100,23
101,21
102,17
103,23
104,13
105,13
106,22
107,20
108,17
109,18
110,15
111,16
112,13
113,14
114,23
115,13
116,20
117,15
118,12
119,18
120,14
121,13
122,17
123,10
124,19
125,17
126,25
127,10
128,15
129,22
130,18
131,13
132,16
133,16
134,11
135,13
136,14
137,21
138,20
139,18
140,20
141,14
142,17
143,17
144,13
145,14
146,17
147,21
148,15
149,17
150,26
151,22
152,12
153,22
154,14
155,20
156,20
157,17
158,11
159,23
160,17
161,14
162,21
163,19
164,12
165,16
166,14
167,23
168,19
169,16
170,12
171,17
172,14
173,12
174,21
175,18
176,11
177,15
178,18
179,10
180,23
181,12
182,17
183,15
184,16
185,19
186,19
187,18
188,18
189,16
190,16
191,19
192,12
193,16
194,20
195,23
196,20
197,11
198,14
199,18
200,21
201,15
202,20
203,20
204,7
205,9
206,17
207,20
208,20
209,13
210,14
211,16
212,13
213,10
214,16
215,19
216,20
217,14
218,19
219,14
220,11
221,15
222,18
223,12
224,16
225,23
226,19
227,17
228,23
229,11
230,19
231,28
232,20
233,19
234,11
235,18
236,17
237,21
238,14
239,15
240,10
241,19
242,17
243,17
244,15
245,18
246,14
247,19
248,14
249,19
250,22
251,15
252,14
253,17
254,14
255,14
256,15
257,17
258,23
259,15
260,16
261,15
262,22
263,15
264,18
265,14
266,12
267,16
268,23
269,17
270,25
271,20
272,14
273,12
274,22
275,16
276,18
277,9
278,16
279,16
280,17
281,8
282,22
283,10
284,22
285,16
286,18
287,13
288,19
289,17
290,17
291,12
292,21
293,13
294,14
295,16
296,10
297,18
298,9
299,11
300,17
301,15
302,11
303,12
304,21
305,19
306,13
307,12
308,25
309,12
310,15
311,13
312,30
313,12
314,10
315,14
316,10
317,16
318,14
319,12
320,13
321,15
322,16
323,22
324,19
325,11
326,15
327,11
328,23
329,20
330,16
331,20
332,15
333,15
334,15
335,22
336,10
337,15
338,14
339,21
340,18
341,16
342,20
343,8
344,16
345,18
346,12
347,18
348,16
349,18
350,16
351,13
352,6
353,20
354,11
355,17
356,17
357,16
358,11
359,19
360,17
361,13
362,18
363,18
364,15
365,17
366,13
367,16
368,24
369,23
370,11
371,14
372,16
373,17
374,18
375,15
376,17
377,15
378,24
379,15
380,10
381,24
382,13
383,20
384,17
385,9
386,15
387,18
388,12
389,13
390,13
391,20
392,16
393,20
394,16
395,17
396,22
397,14
398,14
399,9
400,9
401,15
402,19
403,23
404,13
405,16
406,17
407,19
408,10
409,9
410,13
411,12
412,6
413,14
414,14
415,15
416,25
417,11
418,14
419,12
420,19
421,15
422,17
423,19
424,19
425,16
426,19
427,11
428,12
429,21
430,18
431,12
432,15
433,17
434,15
435,17
436,12
437,15
438,20
439,11
440,15
441,14
442,11
443,17
444,21
445,16
446,12
447,16
448,18
449,15
450,17
451,13
452,8
453,8
454,23
455,12
456,8
457,17
458,20
459,18
460,16
461,18
462,16
463,24
464,12
465,21
466,17
467,15
468,17
469,20
470,13
471,12
472,14
473,21
474,17
475,21
476,17
477,20
478,12
479,14
480,12
481,7
482,9
483,20
484,13
485,16
486,12
487,23
488,19
489,21
490,19
491,12
492,12
493,15
494,23
495,13
496,9
497,13
498,26
499,20
500,17
501,12
502,17
503,23
504,14
505,11
506,16
507,22
508,16
509,19
510,26
511,15
512,16
513,17
514,16
515,12
516,17
517,22
518,15
519,18
520,13
521,17
522,24
523,16
524,16
525,22
526,12
527,14
528,14
529,13
530,18
531,15
532,13
533,11
534,12
535,12
536,17
537,11
538,15
539,13
540,17
541,14
542,14
543,15
544,8
545,12
546,21
547,15
548,15
549,19
550,9
551,16
552,20
553,10
554,17
555,13
556,17
557,15
558,17
559,17
560,18
561,5
562,12
563,16
564,13
565,12
566,15
567,12
568,16
569,13
570,12
571,9
572,18
573,15
574,16
575,19
576,20
577,8
578,16
579,24
580,16
581,13
582,11
583,19
584,16
585,26
586,10
587,18
588,13
589,20
590,27
591,11
592,10
593,16
594,13
595,18
596,12
597,15
598,18
599,19
600,20
601,15
602,22
603,10
604,18
605,4
606,23
607,16
608,14
609,14
610,14
611,17
612,16
613,14
614,15
615,17
616,17
617,15
618,24
619,19
620,19
621,18
622,19
623,20
624,16
625,12
626,22
627,14
628,26
629,19
630,15
631,13
632,18
633,17
634,17
635,20
636,19
637,13
638,17
639,6
640,22
641,13
642,15
643,21
644,16
645,19
646,12
647,14
648,19
649,13
650,29
651,17
652,16
653,10
654,21
655,17
656,13
657,16
658,13
659,20
660,15
661,17
662,18
663,17
664,11
665,17
666,21
667,16
668,3
669,20
670,16
671,16
672,17
673,14
674,11
675,15
676,16
677,12
678,13
679,18
680,18
681,14
682,13
683,13
684,15
