0,12
1,23
2,13
3,14
4,13
5,17
6,17
7,20
8,19
9,22
10,21
11,20
12,16
13,10
14,16
15,11
16,18
17,17
18,11
19,20
20,21
21,15
22,15
23,11
24,14
25,17
26,13
27,20
28,20
29,13
30,9
31,16
32,12
33,18
34,19
35,14
36,16
37,18
38,17
39,22
40,14
41,18
42,19
43,21
44,25
45,10
46,16
47,12
48,15
49,19
50,16
51,6
52,14
53,14
54,18
55,16
56,16
57,20
58,21
59,14
60,17
61,14
62,21
63,9
64,16
65,11
66,14
67,18
68,15
69,19
70,13
71,18
72,13
73,11
74,22
75,20
76,17
77,13
78,12
79,22
80,15
81,21
82,9
83,11
84,17
85,18
86,10
87,9
88,12
89,14
90,13
91,26
92,12
93,14
94,14
95,20
96,13
97,15
98,24
99,25
100,15
101,11
102,16
103,15
104,18
105,13
106,7
107,15
108,18
109,16
110,20
111,14
112,14
113,13
114,11
115,27
116,10
117,17
118,14
119,15
120,11
121,20
122,7
123,15
124,12
125,16
126,15
127,22
128,23
129,15
130,16
131,16
132,15
133,13
134,12
135,14
136,23
137,23
138,15
139,15
140,17
141,17
142,16
143,16
144,26
145,16
146,12
147,23
148,15
149,15
150,13
151,17
152,18
153,23
154,21
155,11
156,10
157,25
158,15
159,18
160,16
161,12
162,17
163,15
164,13
165,8
166,9
167,17
168,18
169,10
170,15
171,17
172,16
173,20
174,15
175,17
176,13
177,15
178,15
179,14
180,10
181,16
182,16
183,20
184,19
185,13
186,14
187,19
188,9
189,13
190,18
191,13
192,13
193,17
194,13
195,18
196,18
197,21
198,17
199,17
200,16
201,22
202,22
203,15
204,20
205,16
206,15
207,11
208,16
209,8
210,13
211,11
212,17
213,14
214,18
215,20
216,19
217,15
218,16
219,14
220,22
221,16
222,18
223,18
224,18
225,13
226,21
227,12
228,15
229,22
230,18
231,16
232,11
233,19
234,15
235,19
236,12
237,14
238,17
239,18
240,17
241,17
242,15
243,17
244,12
245,12
246,13
247,7
248,20
249,13
250,14
251,14
252,10
253,15
254,20
255,15
256,13
257,25
258,16
259,16
260,6
261,17
262,19
263,12
264,17
265,17
266,12
267,11
268,9
269,10
270,15
271,22
272,17
273,16
274,14
275,15
276,18
277,18
278,22
279,21
280,19
281,12
282,15
283,18
284,12
285,16
286,18
287,29
288,19
289,13
290,5
291,16
292,17
293,13
294,16
295,17
296,17
297,21
298,11
299,18
300,15
301,9
302,18
303,22
304,20
305,12
306,15
307,11
308,11
309,20
310,13
311,11
312,12
313,22
314,20
315,17
316,15
317,13
318,21
319,17
320,15
321,20
322,15
323,12
324,12
325,19
326,12
327,22
328,23
329,16
330,8
331,19
332,20
333,9
334,17
335,16
336,13
337,12
338,23
339,6
340,21
341,14
342,22
343,19
344,16
345,17
346,16
347,17
348,15
349,9
350,15
351,20
352,10
353,22
354,14
355,13
356,20
357,23
358,12
359,12
360,12
361,14
362,14
363,17
364,19
365,21
366,17
367,13
368,12
369,19
370,16
371,14
372,17
373,22
374,15
375,15
376,22
377,7
378,17
379,15
380,15
381,16
382,7
383,18
384,15
385,18
386,20
387,18
388,17
389,20
390,17
391,13
392,12
393,20
394,16
395,18
396,23
397,20
398,11
399,10
400,16
401,18
402,13
403,19
404,27
405,24
406,19
407,21
408,15
409,17
410,18
411,16
412,13
413,17
414,20
415,12
416,18
417,12
418,19
419,16
420,17
421,14
422,11
423,26
424,20
425,18
426,17
427,13
428,17
429,13
430,20
431,19
432,22
433,15
434,8
435,21
436,11
437,20
438,15
439,17
440,17
441,20
442,17
443,12
444,13
445,20
446,17
447,12
448,14
449,17
450,21
451,24
452,21
453,17
454,12
455,19
456,16
457,18
458,9
459,11
460,18
461,12
462,17
463,17
464,20
465,23
466,20
467,17
468,16
469,14
470,11
471,11
472,17
473,16
474,18
475,14
476,18
477,12
478,14
479,14
480,14
481,15
482,19
483,22
